"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"2021","2","A","골목상권","2110754","삼성산자연공원(서울금천초등학교)","88","985","69","","","","81","886","87","","","","","47","147650591"
"2021","1","A","골목상권","2110754","삼성산자연공원(서울금천초등학교)","88","985","69","","","","81","886","87","","","","","47","147650591"
"2021","4","A","골목상권","2110753","시흥동 은행나무사거리","88","784","213","14","","","83","724","186","18","","","","51","152438738"
"2021","3","A","골목상권","2110753","시흥동 은행나무사거리","85","710","213","14","","","101","699","137","","","","","52","143998619"
"2021","2","A","골목상권","2110753","시흥동 은행나무사거리","85","710","213","14","","","101","699","137","","","","","52","143998619"
"2021","1","A","골목상권","2110753","시흥동 은행나무사거리","85","710","213","14","","","101","699","137","","","","","52","143998619"
"2021","4","A","골목상권","2110752","한울중학교","161","1391","312","","3","","260","1276","166","4","","","","51","134138883"
"2021","3","A","골목상권","2110752","한울중학교","157","1334","312","","3","","284","1255","110","","","","","52","130382220"
"2021","2","A","골목상권","2110752","한울중학교","157","1334","312","","3","","284","1255","110","","","","","52","130382220"
"2021","1","A","골목상권","2110752","한울중학교","157","1334","312","","3","","284","1255","110","","","","","52","130382220"
"2021","4","A","골목상권","2110751","난곡중학교","89","768","196","5","","","104","715","149","1","","","","53","145906647"
"2021","3","A","골목상권","2110751","난곡중학교","87","741","196","5","","","121","779","42","","","","","54","139004144"
"2021","2","A","골목상권","2110751","난곡중학교","87","741","196","5","","","121","779","42","","","","","54","139004144"
"2021","1","A","골목상권","2110751","난곡중학교","87","741","196","5","","","121","779","42","","","","","54","139004144"
"2021","4","A","골목상권","2110750","시흥4동주민센터(서울신흥초등학교)","65","562","134","1","","","74","598","25","","","","","52","139427759"
"2021","3","A","골목상권","2110750","시흥4동주민센터(서울신흥초등학교)","63","535","134","1","","","85","564","21","","","","","52","135735837"
"2021","2","A","골목상권","2110750","시흥4동주민센터(서울신흥초등학교)","63","535","134","1","","","85","564","21","","","","","52","135735837"
"2021","1","A","골목상권","2110750","시흥4동주민센터(서울신흥초등학교)","63","535","134","1","","","85","564","21","","","","","52","135735837"
"2021","4","A","골목상권","2110749","금산초등학교(금천고등학교)","136","1084","513","14","","","128","1223","250","10","","","","59","150527927"
"2021","3","A","골목상권","2110749","금산초등학교(금천고등학교)","133","1042","513","14","","","122","1282","154","11","","","","59","145507088"
"2021","2","A","골목상권","2110749","금산초등학교(금천고등학교)","133","1042","513","14","","","122","1282","154","11","","","","59","145507088"
"2021","1","A","골목상권","2110749","금산초등학교(금천고등학교)","133","1042","513","14","","","122","1282","154","11","","","","59","145507088"
"2021","4","A","골목상권","2110748","백산초등학교","22","212","16","","","","17","204","7","","","","","48","148333806"
"2021","3","A","골목상권","2110748","백산초등학교","19","162","13","","","","17","156","2","","","","","50","137329445"
"2021","2","A","골목상권","2110748","백산초등학교","19","162","13","","","","17","156","2","","","","","50","137329445"
"2021","1","A","골목상권","2110748","백산초등학교","19","162","13","","","","17","156","2","","","","","50","137329445"
"2021","4","A","골목상권","2110747","석수역 1번 출입구","41","363","124","1","","","4","361","119","4","","","","58","176311801"
"2021","3","A","골목상권","2110747","석수역 1번 출입구","41","363","124","1","","","8","408","68","4","","","","58","162238081"
"2021","2","A","골목상권","2110747","석수역 1번 출입구","41","363","124","1","","","8","408","68","4","","","","58","162238081"
"2021","1","A","골목상권","2110747","석수역 1번 출입구","41","363","124","1","","","8","408","68","4","","","","58","162238081"
"2021","4","A","골목상권","2110746","금천금빛공원(은행나무사거리서측)","29","248","41","","","","36","212","41","","","","","50","160767072"
"2021","3","A","골목상권","2110746","금천금빛공원(은행나무사거리서측)","28","241","41","","","","36","213","33","","","","","50","152756999"
"2021","2","A","골목상권","2110746","금천금빛공원(은행나무사거리서측)","28","241","41","","","","36","213","33","","","","","50","152756999"
"2021","1","A","골목상권","2110746","금천금빛공원(은행나무사거리서측)","28","241","41","","","","36","213","33","","","","","50","152756999"
"2021","4","A","골목상권","2110745","독산동정훈단지","39","348","77","","","","41","345","39","","","","","52","146270191"
"2021","3","A","골목상권","2110745","독산동정훈단지","38","329","77","","","","49","320","37","","","","","53","142362205"
"2021","2","A","골목상권","2110745","독산동정훈단지","38","329","77","","","","49","320","37","","","","","53","142362205"
"2021","1","A","골목상권","2110745","독산동정훈단지","38","329","77","","","","49","320","37","","","","","53","142362205"
"2021","4","A","골목상권","2110744","독산동성당","106","799","402","","","","121","851","183","46","","","","57","146630919"
"2021","3","A","골목상권","2110744","독산동성당","105","787","402","","","","137","847","205","","","","","57","141888156"
"2021","2","A","골목상권","2110744","독산동성당","105","787","402","","","","137","847","205","","","","","57","141888156"
"2021","1","A","골목상권","2110744","독산동성당","105","787","402","","","","137","847","205","","","","","57","141888156"
"2021","4","A","골목상권","2110743","시흥초등학교(시흥1동우체국)","68","708","41","","","","86","651","12","","","","","45","141256217"
"2021","3","A","골목상권","2110743","시흥초등학교(시흥1동우체국)","67","692","41","","","","102","618","13","","","","","46","138677545"
"2021","2","A","골목상권","2110743","시흥초등학교(시흥1동우체국)","67","692","41","","","","102","618","13","","","","","46","138677545"
"2021","1","A","골목상권","2110743","시흥초등학교(시흥1동우체국)","67","692","41","","","","102","618","13","","","","","46","138677545"
"2021","4","A","골목상권","2110742","KT금천빌딩(금천구시설관리공단)","4","32","88","","","","12","26","6","76","","","","57","169686551"
"2021","3","A","골목상권","2110742","KT금천빌딩(금천구시설관리공단)","4","32","88","","","","13","25","39","43","","","","57","150801822"
"2021","2","A","골목상권","2110742","KT금천빌딩(금천구시설관리공단)","4","32","88","","","","13","25","39","43","","","","57","150801822"
"2021","1","A","골목상권","2110742","KT금천빌딩(금천구시설관리공단)","4","32","88","","","","13","25","39","43","","","","57","150801822"
"2021","4","A","골목상권","2110741","독산2동주민센터","51","453","32","","","","53","401","31","","","","","47","138648230"
"2021","3","A","골목상권","2110741","독산2동주민센터","48","393","32","","","","71","341","13","","","","","48","132340924"
"2021","2","A","골목상권","2110741","독산2동주민센터","48","393","32","","","","71","341","13","","","","","48","132340924"
"2021","1","A","골목상권","2110741","독산2동주민센터","48","393","32","","","","71","341","13","","","","","48","132340924"
"2021","4","A","골목상권","2110740","금천해태공원","86","668","175","1","","","121","629","94","","","","","54","136635931"
"2021","3","A","골목상권","2110740","금천해태공원","82","601","175","1","","","137","572","68","","","","","55","132180880"
"2021","2","A","골목상권","2110740","금천해태공원","82","601","175","1","","","137","572","68","","","","","55","132180880"
"2021","1","A","골목상권","2110740","금천해태공원","82","601","175","1","","","137","572","68","","","","","55","132180880"
"2021","4","A","골목상권","2110739","시흥3동 우편취급국","4","119","3","","","","5","75","42","","","","","55","181137619"
"2021","3","A","골목상권","2110739","시흥3동 우편취급국","4","119","3","","","","5","108","9","","","","","55","174290476"
"2021","2","A","골목상권","2110739","시흥3동 우편취급국","4","119","3","","","","5","108","9","","","","","55","174290476"
"2021","1","A","골목상권","2110739","시흥3동 우편취급국","4","119","3","","","","5","108","9","","","","","55","174290476"
"2021","4","A","골목상권","2110738","문성초등학교","42","471","73","15","","","57","371","131","","","","","49","151656170"
"2021","3","A","골목상권","2110738","문성초등학교","40","366","73","15","","","27","396","31","","","","","50","151831211"
"2021","2","A","골목상권","2110738","문성초등학교","40","366","73","15","","","27","396","31","","","","","50","151831211"
"2021","1","A","골목상권","2110738","문성초등학교","40","366","73","15","","","27","396","31","","","","","50","151831211"
"2021","4","A","골목상권","2110737","금천세무서","40","481","173","","","","35","383","219","17","","","","50","156771711"
"2021","3","A","골목상권","2110737","금천세무서","39","473","173","","","","38","404","204","","","","","50","149815765"
"2021","2","A","골목상권","2110737","금천세무서","39","473","173","","","","38","404","204","","","","","50","149815765"
"2021","1","A","골목상권","2110737","금천세무서","39","473","173","","","","38","404","204","","","","","50","149815765"
"2021","4","A","골목상권","2110736","독산119안전센터","100","870","272","3","","1","91","846","53","112","44","","","52","150085339"
"2021","3","A","골목상권","2110736","독산119안전센터","100","862","275","3","","1","113","814","187","27","","","","53","143016135"
"2021","2","A","골목상권","2110736","독산119안전센터","100","862","275","3","","1","113","814","187","27","","","","53","143016135"
"2021","1","A","골목상권","2110736","독산119안전센터","100","862","275","3","","1","113","814","187","27","","","","53","143016135"
